iter	Passed	Remaining
785	1394	379
786	1396	377
787	1397	376
788	1399	374
789	1400	372
790	1402	370
791	1403	368
792	1405	366
793	1406	364
794	1407	363
795	1409	361
796	1410	359
797	1411	357
798	1413	355
799	1414	353
800	1416	351
801	1418	350
802	1419	348
803	1420	346
804	1422	344
805	1423	342
806	1425	340
807	1426	338
808	1427	337
809	1429	335
810	1430	333
811	1432	331
812	1433	329
813	1434	327
814	1435	325
815	1437	324
816	1438	322
817	1439	320
818	1441	318
819	1442	316
820	1444	314
821	1445	313
822	1447	311
823	1448	309
824	1450	307
825	1451	305
826	1453	303
827	1454	302
828	1456	300
829	1459	299
830	1461	297
831	1463	295
832	1465	293
833	1466	291
834	1468	290
835	1470	288
836	1475	287
837	1476	285
838	1478	283
839	1479	281
840	1481	280
841	1482	278
842	1484	276
843	1486	274
844	1488	273
845	1489	271
846	1491	269
847	1492	267
848	1493	265
849	1494	263
850	1496	261
851	1497	260
852	1499	258
853	1501	256
854	1502	254
855	1504	253
856	1505	251
857	1506	249
858	1508	247
859	1509	245
860	1510	243
861	1512	242
862	1514	240
863	1515	238
864	1516	236
865	1518	234
866	1519	233
867	1520	231
868	1522	229
869	1523	227
870	1524	225
871	1527	224
872	1528	222
873	1529	220
874	1531	218
875	1532	216
876	1534	215
877	1535	213
878	1537	211
879	1538	209
880	1540	208
881	1541	206
882	1542	204
883	1544	202
884	1545	200
885	1547	199
886	1548	197
887	1549	195
888	1551	193
889	1552	191
890	1553	190
891	1555	188
892	1556	186
893	1557	184
894	1558	182
895	1560	181
896	1561	179
897	1562	177
898	1563	175
899	1565	173
900	1566	172
901	1568	170
902	1569	168
903	1570	166
904	1572	165
905	1573	163
906	1574	161
907	1576	159
908	1577	157
909	1578	156
910	1579	154
911	1580	152
912	1582	150
913	1583	148
914	1584	147
915	1585	145
916	1587	143
917	1588	141
918	1589	140
919	1591	138
920	1593	136
921	1594	134
922	1595	133
923	1596	131
924	1598	129
925	1599	127
926	1600	126
927	1601	124
928	1602	122
929	1604	120
930	1605	118
931	1607	117
932	1608	115
933	1609	113
934	1610	111
935	1611	110
936	1612	108
937	1613	106
938	1614	104
939	1616	103
940	1617	101
941	1618	99
942	1619	97
943	1621	96
944	1622	94
945	1623	92
946	1624	90
947	1625	89
948	1626	87
949	1627	85
950	1629	83
951	1630	82
952	1631	80
953	1632	78
954	1634	77
955	1635	75
956	1636	73
957	1638	71
958	1639	70
959	1640	68
960	1641	66
961	1642	64
962	1644	63
963	1645	61
964	1646	59
965	1648	58
966	1649	56
967	1650	54
968	1651	52
969	1652	51
970	1654	49
971	1655	47
972	1656	45
973	1657	44
974	1659	42
975	1661	40
976	1662	39
977	1663	37
978	1664	35
979	1666	34
980	1667	32
981	1668	30
982	1670	28
983	1671	27
984	1673	25
985	1674	23
986	1675	22
987	1677	20
988	1678	18
989	1680	16
990	1681	15
991	1682	13
992	1684	11
993	1686	10
994	1688	8
995	1689	6
996	1690	5
997	1692	3
998	1693	1
999	1695	0
