iter	Passed	Remaining
451	1078	1307
452	1080	1304
453	1082	1301
454	1084	1299
455	1086	1296
456	1090	1295
457	1093	1293
458	1095	1290
459	1097	1288
460	1099	1285
461	1101	1283
462	1103	1280
463	1106	1278
464	1108	1275
465	1111	1274
466	1115	1273
467	1118	1271
468	1120	1269
469	1122	1266
470	1134	1273
471	1140	1275
472	1144	1274
473	1149	1275
474	1151	1272
475	1153	1269
476	1155	1266
477	1158	1264
478	1162	1264
479	1165	1262
480	1167	1260
481	1170	1257
482	1172	1255
483	1175	1253
484	1180	1253
485	1182	1250
486	1199	1263
487	1211	1271
488	1214	1268
489	1216	1266
490	1218	1263
491	1220	1260
492	1223	1257
493	1225	1255
494	1227	1252
495	1229	1249
496	1231	1246
497	1233	1243
498	1236	1241
499	1238	1238
500	1241	1236
501	1246	1236
502	1249	1234
503	1251	1231
504	1254	1229
505	1269	1239
506	1271	1236
507	1273	1233
508	1276	1231
509	1283	1233
510	1287	1231
511	1289	1229
512	1308	1242
513	1311	1240
514	1317	1240
515	1320	1238
516	1324	1237
517	1329	1237
518	1334	1236
519	1336	1234
520	1338	1230
521	1346	1232
522	1350	1231
523	1353	1229
524	1363	1233
525	1366	1231
526	1368	1228
527	1373	1227
528	1377	1226
529	1379	1223
530	1382	1220
531	1386	1219
532	1389	1217
533	1401	1223
534	1404	1220
535	1411	1221
536	1418	1223
537	1420	1220
538	1425	1219
539	1427	1216
540	1430	1213
541	1434	1212
542	1439	1211
543	1441	1208
544	1443	1205
545	1445	1202
546	1455	1205
547	1459	1203
548	1473	1210
549	1476	1207
550	1486	1211
551	1493	1212
552	1496	1209
553	1501	1208
554	1503	1205
555	1506	1202
556	1508	1200
557	1511	1197
558	1514	1194
559	1515	1191
560	1518	1188
561	1522	1186
562	1524	1183
563	1526	1179
564	1530	1178
565	1533	1175
566	1536	1173
567	1538	1170
568	1545	1170
569	1547	1167
570	1550	1164
571	1552	1161
572	1554	1158
573	1557	1156
574	1563	1155
575	1566	1152
576	1569	1150
577	1571	1147
578	1574	1145
579	1578	1143
580	1585	1143
581	1588	1140
582	1591	1138
583	1595	1136
584	1598	1133
585	1600	1130
586	1603	1128
587	1606	1125
588	1609	1123
589	1612	1120
590	1614	1117
591	1616	1114
592	1620	1111
593	1623	1109
594	1625	1106
595	1629	1104
596	1631	1101
597	1633	1098
598	1636	1095
599	1639	1092
600	1642	1090
601	1645	1087
602	1648	1085
603	1650	1082
604	1653	1079
605	1656	1076
606	1658	1074
607	1662	1071
608	1665	1069
609	1668	1066
610	1671	1064
611	1674	1061
612	1677	1059
613	1680	1056
614	1682	1053
615	1684	1050
616	1687	1047
617	1690	1044
618	1692	1041
619	1695	1038
620	1699	1037
621	1701	1034
622	1703	1031
623	1706	1028
624	1708	1025
625	1711	1022
626	1714	1019
627	1716	1016
628	1718	1013
629	1721	1010
630	1722	1007
631	1725	1004
632	1727	1001
633	1729	998
634	1733	996
635	1737	994
636	1749	997
637	1752	994
638	1754	991
639	1756	988
640	1759	985
641	1761	982
642	1763	979
643	1767	976
644	1771	974
645	1773	971
646	1775	968
647	1777	965
648	1780	962
649	1782	959
650	1784	956
651	1787	954
652	1789	951
653	1793	948
654	1795	945
655	1798	942
656	1800	940
657	1802	937
658	1805	934
659	1807	931
660	1809	928
661	1811	924
662	1813	921
663	1816	919
664	1819	916
665	1821	913
666	1824	910
667	1827	908
668	1829	905
669	1832	902
670	1833	899
671	1837	896
672	1839	893
673	1842	891
674	1845	888
675	1848	885
676	1851	883
677	1853	880
678	1855	877
679	1858	874
680	1860	871
681	1862	868
682	1864	865
683	1867	862
684	1870	859
685	1872	857
686	1875	854
687	1879	852
688	1881	849
689	1883	846
690	1887	844
691	1890	841
692	1892	838
693	1894	835
694	1897	832
695	1899	829
696	1901	826
697	1903	823
698	1905	820
699	1907	817
700	1909	814
701	1912	811
702	1919	811
703	1949	819
704	1957	818
705	1961	816
706	1965	814
707	1968	811
708	1970	808
709	1973	805
710	1975	802
711	1977	799
712	1979	796
713	1981	793
714	1983	790
715	1986	787
716	1987	784
717	1989	781
718	1991	778
719	1994	775
720	1996	772
721	1998	769
722	2000	766
723	2002	763
724	2006	761
725	2009	758
726	2012	755
727	2014	752
728	2016	749
729	2018	746
730	2020	743
731	2022	740
732	2026	738
733	2028	735
734	2032	732
735	2037	730
736	2039	727
737	2042	725
738	2045	722
739	2051	720
740	2054	718
741	2056	715
742	2060	712
743	2085	717
744	2089	715
745	2096	713
746	2098	710
747	2106	709
748	2108	706
749	2112	704
750	2115	701
751	2122	700
752	2125	697
753	2130	695
754	2132	692
755	2135	689
756	2138	686
757	2140	683
758	2142	680
759	2146	677
760	2149	675
761	2151	672
762	2154	669
763	2156	666
764	2162	664
765	2168	662
766	2174	660
767	2177	657
768	2182	655
769	2184	652
770	2186	649
771	2192	647
772	2198	645
773	2205	643
774	2208	641
775	2210	638
776	2212	635
777	2214	632
778	2217	629
779	2220	626
780	2222	623
781	2225	620
782	2228	617
783	2230	614
784	2233	611
785	2236	609
786	2239	606
787	2241	603
788	2243	600
789	2245	596
790	2247	593
791	2249	590
792	2251	587
793	2253	584
794	2255	581
795	2257	578
796	2259	575
797	2261	572
798	2264	569
799	2265	566
800	2267	563
801	2269	560
802	2271	557
803	2289	558
804	2291	555
805	2295	552
806	2297	549
807	2299	546
808	2301	543
809	2303	540
810	2305	537
811	2307	534
812	2311	531
813	2314	528
814	2316	525
815	2318	522
816	2321	519
817	2323	516
818	2326	514
819	2328	511
820	2330	508
821	2332	505
822	2334	502
823	2336	499
824	2341	496
825	2343	493
826	2345	490
827	2347	487
828	2349	484
829	2357	482
830	2359	479
831	2361	476
832	2364	473
833	2367	471
834	2370	468
835	2379	466
836	2385	464
837	2387	461
838	2389	458
839	2391	455
840	2393	452
841	2395	449
842	2397	446
843	2399	443
844	2401	440
845	2403	437
846	2405	434
847	2406	431
848	2409	428
849	2411	425
850	2413	422
851	2415	419
852	2418	416
853	2421	413
854	2423	411
855	2426	408
856	2428	405
857	2430	402
858	2433	399
859	2436	396
860	2439	393
861	2442	390
862	2444	388
863	2448	385
864	2450	382
865	2452	379
866	2455	376
867	2457	373
868	2459	370
869	2461	367
870	2463	364
871	2465	361
872	2466	358
873	2468	355
874	2471	353
875	2473	350
876	2475	347
877	2477	344
878	2479	341
879	2482	338
880	2485	335
881	2488	332
882	2490	330
883	2493	327
884	2495	324
885	2497	321
886	2499	318
887	2501	315
888	2505	312
889	2507	309
890	2510	307
891	2514	304
892	2517	301
893	2519	298
894	2522	295
895	2524	293
896	2526	290
897	2528	287
898	2531	284
899	2532	281
900	2535	278
901	2537	275
902	2539	272
903	2542	270
904	2545	267
905	2547	264
906	2549	261
907	2551	258
908	2553	255
909	2555	252
910	2557	249
911	2561	247
912	2563	244
913	2565	241
914	2567	238
915	2568	235
916	2570	232
917	2572	229
918	2575	226
919	2577	224
920	2578	221
921	2580	218
922	2582	215
923	2584	212
924	2586	209
925	2587	206
926	2589	203
927	2591	201
928	2593	198
929	2595	195
930	2598	192
931	2599	189
932	2601	186
933	2603	183
934	2605	181
935	2607	178
936	2608	175
937	2611	172
938	2613	169
939	2615	166
940	2616	164
941	2618	161
942	2620	158
943	2622	155
944	2624	152
945	2626	149
946	2627	147
947	2629	144
948	2631	141
949	2633	138
950	2635	135
951	2636	132
952	2639	130
953	2640	127
954	2642	124
955	2644	121
956	2646	118
957	2648	116
958	2649	113
959	2651	110
960	2653	107
961	2655	104
962	2658	102
963	2659	99
964	2662	96
965	2664	93
966	2667	91
967	2668	88
968	2670	85
969	2672	82
970	2673	79
971	2675	77
972	2677	74
973	2679	71
974	2681	68
975	2683	65
976	2684	63
977	2686	60
978	2688	57
979	2698	55
980	2701	52
981	2703	49
982	2705	46
983	2707	44
984	2710	41
985	2712	38
986	2714	35
987	2716	32
988	2720	30
989	2724	27
990	2726	24
991	2727	21
992	2729	19
993	2732	16
994	2734	13
995	2736	10
996	2738	8
997	2740	5
998	2742	2
999	2744	0
